MSN,YYYYMM,Value_x,Column_Order,Description,Unit,Month,Date,Value_y,c_v,Anomaly
CLTCBUS,200209,1.875494,1,Coal Consumption,Quadrillion Btu,9,2002-09-01,66.83,19.35,1.99
NNTCBUS,200209,1.574066,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,9,2002-09-01,66.83,19.35,1.99
PMTCBUS,200209,3.092413,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,9,2002-09-01,66.83,19.35,1.99
FFTCBUS,200209,6.550505,4,Total Fossil Fuels Consumption,Quadrillion Btu,9,2002-09-01,66.83,19.35,1.99
NUETBUS,200209,0.673308,5,Nuclear Electric Power Consumption,Quadrillion Btu,9,2002-09-01,66.83,19.35,1.99
HVTCBUS,200209,0.0583,6,Hydroelectric Power Consumption,Quadrillion Btu,9,2002-09-01,66.83,19.35,1.99
GETCBUS,200209,0.006029,7,Geothermal Energy Consumption,Quadrillion Btu,9,2002-09-01,66.83,19.35,1.99
SOTCBUS,200209,0.005162,8,Solar Energy Consumption,Quadrillion Btu,9,2002-09-01,66.83,19.35,1.99
WYTCBUS,200209,0.002511,9,Wind Energy Consumption,Quadrillion Btu,9,2002-09-01,66.83,19.35,1.99
BMTCBUS,200209,0.229971,10,Biomass Energy Consumption,Quadrillion Btu,9,2002-09-01,66.83,19.35,1.99
RETCBUS,200209,0.301973,11,Total Renewable Energy Consumption,Quadrillion Btu,9,2002-09-01,66.83,19.35,1.99
TETCBUS,200209,7.531276,12,Total Primary Energy Consumption,Quadrillion Btu,9,2002-09-01,66.83,19.35,1.99
CLTCBUS,200210,1.817247,1,Coal Consumption,Quadrillion Btu,10,2002-10-01,51.82,11.01111111,-2.28
NNTCBUS,200210,1.679165,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,10,2002-10-01,51.82,11.01111111,-2.28
PMTCBUS,200210,3.217291,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,10,2002-10-01,51.82,11.01111111,-2.28
FFTCBUS,200210,6.720017,4,Total Fossil Fuels Consumption,Quadrillion Btu,10,2002-10-01,51.82,11.01111111,-2.28
NUETBUS,200210,0.631668,5,Nuclear Electric Power Consumption,Quadrillion Btu,10,2002-10-01,51.82,11.01111111,-2.28
HVTCBUS,200210,0.058589,6,Hydroelectric Power Consumption,Quadrillion Btu,10,2002-10-01,51.82,11.01111111,-2.28
GETCBUS,200210,0.006231,7,Geothermal Energy Consumption,Quadrillion Btu,10,2002-10-01,51.82,11.01111111,-2.28
SOTCBUS,200210,0.004647,8,Solar Energy Consumption,Quadrillion Btu,10,2002-10-01,51.82,11.01111111,-2.28
WYTCBUS,200210,0.002506,9,Wind Energy Consumption,Quadrillion Btu,10,2002-10-01,51.82,11.01111111,-2.28
BMTCBUS,200210,0.243674,10,Biomass Energy Consumption,Quadrillion Btu,10,2002-10-01,51.82,11.01111111,-2.28
RETCBUS,200210,0.315646,11,Total Renewable Energy Consumption,Quadrillion Btu,10,2002-10-01,51.82,11.01111111,-2.28
TETCBUS,200210,7.671844,12,Total Primary Energy Consumption,Quadrillion Btu,10,2002-10-01,51.82,11.01111111,-2.28
CLTCBUS,200211,1.787389,1,Coal Consumption,Quadrillion Btu,11,2002-11-01,41.95,5.527777778,0.26
NNTCBUS,200211,1.953127,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,11,2002-11-01,41.95,5.527777778,0.26
PMTCBUS,200211,3.158677,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,11,2002-11-01,41.95,5.527777778,0.26
FFTCBUS,200211,6.909449,4,Total Fossil Fuels Consumption,Quadrillion Btu,11,2002-11-01,41.95,5.527777778,0.26
NUETBUS,200211,0.642395,5,Nuclear Electric Power Consumption,Quadrillion Btu,11,2002-11-01,41.95,5.527777778,0.26
HVTCBUS,200211,0.067319,6,Hydroelectric Power Consumption,Quadrillion Btu,11,2002-11-01,41.95,5.527777778,0.26
GETCBUS,200211,0.00601,7,Geothermal Energy Consumption,Quadrillion Btu,11,2002-11-01,41.95,5.527777778,0.26
SOTCBUS,200211,0.003821,8,Solar Energy Consumption,Quadrillion Btu,11,2002-11-01,41.95,5.527777778,0.26
WYTCBUS,200211,0.002238,9,Wind Energy Consumption,Quadrillion Btu,11,2002-11-01,41.95,5.527777778,0.26
BMTCBUS,200211,0.232533,10,Biomass Energy Consumption,Quadrillion Btu,11,2002-11-01,41.95,5.527777778,0.26
RETCBUS,200211,0.311921,11,Total Renewable Energy Consumption,Quadrillion Btu,11,2002-11-01,41.95,5.527777778,0.26
TETCBUS,200211,7.866948,12,Total Primary Energy Consumption,Quadrillion Btu,11,2002-11-01,41.95,5.527777778,0.26
CLTCBUS,200212,1.944168,1,Coal Consumption,Quadrillion Btu,12,2002-12-01,35.08,1.711111111,2.4
NNTCBUS,200212,2.429293,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,12,2002-12-01,35.08,1.711111111,2.4
PMTCBUS,200212,3.245966,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,12,2002-12-01,35.08,1.711111111,2.4
FFTCBUS,200212,7.622747,4,Total Fossil Fuels Consumption,Quadrillion Btu,12,2002-12-01,35.08,1.711111111,2.4
NUETBUS,200212,0.719511,5,Nuclear Electric Power Consumption,Quadrillion Btu,12,2002-12-01,35.08,1.711111111,2.4
HVTCBUS,200212,0.073933,6,Hydroelectric Power Consumption,Quadrillion Btu,12,2002-12-01,35.08,1.711111111,2.4
GETCBUS,200212,0.006235,7,Geothermal Energy Consumption,Quadrillion Btu,12,2002-12-01,35.08,1.711111111,2.4
SOTCBUS,200212,0.003551,8,Solar Energy Consumption,Quadrillion Btu,12,2002-12-01,35.08,1.711111111,2.4
WYTCBUS,200212,0.002577,9,Wind Energy Consumption,Quadrillion Btu,12,2002-12-01,35.08,1.711111111,2.4
BMTCBUS,200212,0.241737,10,Biomass Energy Consumption,Quadrillion Btu,12,2002-12-01,35.08,1.711111111,2.4
RETCBUS,200212,0.328033,11,Total Renewable Energy Consumption,Quadrillion Btu,12,2002-12-01,35.08,1.711111111,2.4
TETCBUS,200212,8.672089,12,Total Primary Energy Consumption,Quadrillion Btu,12,2002-12-01,35.08,1.711111111,2.4
CLTCBUS,200301,2.018845,1,Coal Consumption,Quadrillion Btu,1,2003-01-01,32.81,0.45,2.69
NNTCBUS,200301,2.769865,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,1,2003-01-01,32.81,0.45,2.69
PMTCBUS,200301,3.249706,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,1,2003-01-01,32.81,0.45,2.69
FFTCBUS,200301,8.039713,4,Total Fossil Fuels Consumption,Quadrillion Btu,1,2003-01-01,32.81,0.45,2.69
NUETBUS,200301,0.721318,5,Nuclear Electric Power Consumption,Quadrillion Btu,1,2003-01-01,32.81,0.45,2.69
HVTCBUS,200301,0.070287,6,Hydroelectric Power Consumption,Quadrillion Btu,1,2003-01-01,32.81,0.45,2.69
GETCBUS,200301,0.006618,7,Geothermal Energy Consumption,Quadrillion Btu,1,2003-01-01,32.81,0.45,2.69
SOTCBUS,200301,0.002848,8,Solar Energy Consumption,Quadrillion Btu,1,2003-01-01,32.81,0.45,2.69
WYTCBUS,200301,0.002158,9,Wind Energy Consumption,Quadrillion Btu,1,2003-01-01,32.81,0.45,2.69
BMTCBUS,200301,0.234717,10,Biomass Energy Consumption,Quadrillion Btu,1,2003-01-01,32.81,0.45,2.69
RETCBUS,200301,0.316629,11,Total Renewable Energy Consumption,Quadrillion Btu,1,2003-01-01,32.81,0.45,2.69
TETCBUS,200301,9.082184,12,Total Primary Energy Consumption,Quadrillion Btu,1,2003-01-01,32.81,0.45,2.69
CLTCBUS,200302,1.774317,1,Coal Consumption,Quadrillion Btu,2,2003-02-01,32.79,0.438888889,-1.03
NNTCBUS,200302,2.564363,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,2,2003-02-01,32.79,0.438888889,-1.03
PMTCBUS,200302,3.000071,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,2,2003-02-01,32.79,0.438888889,-1.03
FFTCBUS,200302,7.352223,4,Total Fossil Fuels Consumption,Quadrillion Btu,2,2003-02-01,32.79,0.438888889,-1.03
NUETBUS,200302,0.635136,5,Nuclear Electric Power Consumption,Quadrillion Btu,2,2003-02-01,32.79,0.438888889,-1.03
HVTCBUS,200302,0.067489,6,Hydroelectric Power Consumption,Quadrillion Btu,2,2003-02-01,32.79,0.438888889,-1.03
GETCBUS,200302,0.005959,7,Geothermal Energy Consumption,Quadrillion Btu,2,2003-02-01,32.79,0.438888889,-1.03
SOTCBUS,200302,0.003083,8,Solar Energy Consumption,Quadrillion Btu,2,2003-02-01,32.79,0.438888889,-1.03
WYTCBUS,200302,0.002543,9,Wind Energy Consumption,Quadrillion Btu,2,2003-02-01,32.79,0.438888889,-1.03
BMTCBUS,200302,0.216118,10,Biomass Energy Consumption,Quadrillion Btu,2,2003-02-01,32.79,0.438888889,-1.03
RETCBUS,200302,0.295192,11,Total Renewable Energy Consumption,Quadrillion Btu,2,2003-02-01,32.79,0.438888889,-1.03
TETCBUS,200302,8.285728,12,Total Primary Energy Consumption,Quadrillion Btu,2,2003-02-01,32.79,0.438888889,-1.03
CLTCBUS,200303,1.756996,1,Coal Consumption,Quadrillion Btu,3,2003-03-01,43.29,6.272222222,1.79
NNTCBUS,200303,2.253849,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,3,2003-03-01,43.29,6.272222222,1.79
PMTCBUS,200303,3.236521,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,3,2003-03-01,43.29,6.272222222,1.79
FFTCBUS,200303,7.250885,4,Total Fossil Fuels Consumption,Quadrillion Btu,3,2003-03-01,43.29,6.272222222,1.79
NUETBUS,200303,0.624624,5,Nuclear Electric Power Consumption,Quadrillion Btu,3,2003-03-01,43.29,6.272222222,1.79
HVTCBUS,200303,0.082578,6,Hydroelectric Power Consumption,Quadrillion Btu,3,2003-03-01,43.29,6.272222222,1.79
GETCBUS,200303,0.006465,7,Geothermal Energy Consumption,Quadrillion Btu,3,2003-03-01,43.29,6.272222222,1.79
SOTCBUS,200303,0.004334,8,Solar Energy Consumption,Quadrillion Btu,3,2003-03-01,43.29,6.272222222,1.79
WYTCBUS,200303,0.003535,9,Wind Energy Consumption,Quadrillion Btu,3,2003-03-01,43.29,6.272222222,1.79
BMTCBUS,200303,0.231195,10,Biomass Energy Consumption,Quadrillion Btu,3,2003-03-01,43.29,6.272222222,1.79
RETCBUS,200303,0.328108,11,Total Renewable Energy Consumption,Quadrillion Btu,3,2003-03-01,43.29,6.272222222,1.79
TETCBUS,200303,8.204893,12,Total Primary Energy Consumption,Quadrillion Btu,3,2003-03-01,43.29,6.272222222,1.79
CLTCBUS,200304,1.616938,1,Coal Consumption,Quadrillion Btu,4,2003-04-01,51.89,11.05,0.85
NNTCBUS,200304,1.787626,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,4,2003-04-01,51.89,11.05,0.85
PMTCBUS,200304,3.155276,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,4,2003-04-01,51.89,11.05,0.85
FFTCBUS,200304,6.563808,4,Total Fossil Fuels Consumption,Quadrillion Btu,4,2003-04-01,51.89,11.05,0.85
NUETBUS,200304,0.591715,5,Nuclear Electric Power Consumption,Quadrillion Btu,4,2003-04-01,51.89,11.05,0.85
HVTCBUS,200304,0.084478,6,Hydroelectric Power Consumption,Quadrillion Btu,4,2003-04-01,51.89,11.05,0.85
GETCBUS,200304,0.006232,7,Geothermal Energy Consumption,Quadrillion Btu,4,2003-04-01,51.89,11.05,0.85
SOTCBUS,200304,0.004795,8,Solar Energy Consumption,Quadrillion Btu,4,2003-04-01,51.89,11.05,0.85
WYTCBUS,200304,0.003729,9,Wind Energy Consumption,Quadrillion Btu,4,2003-04-01,51.89,11.05,0.85
BMTCBUS,200304,0.228736,10,Biomass Energy Consumption,Quadrillion Btu,4,2003-04-01,51.89,11.05,0.85
RETCBUS,200304,0.327968,11,Total Renewable Energy Consumption,Quadrillion Btu,4,2003-04-01,51.89,11.05,0.85
TETCBUS,200304,7.486347,12,Total Primary Energy Consumption,Quadrillion Btu,4,2003-04-01,51.89,11.05,0.85
CLTCBUS,200305,1.710249,1,Coal Consumption,Quadrillion Btu,5,2003-05-01,60.96,16.08888889,0.77
NNTCBUS,200305,1.55118,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,5,2003-05-01,60.96,16.08888889,0.77
PMTCBUS,200305,3.19335,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,5,2003-05-01,60.96,16.08888889,0.77
FFTCBUS,200305,6.456592,4,Total Fossil Fuels Consumption,Quadrillion Btu,5,2003-05-01,60.96,16.08888889,0.77
NUETBUS,200305,0.648269,5,Nuclear Electric Power Consumption,Quadrillion Btu,5,2003-05-01,60.96,16.08888889,0.77
HVTCBUS,200305,0.100297,6,Hydroelectric Power Consumption,Quadrillion Btu,5,2003-05-01,60.96,16.08888889,0.77
GETCBUS,200305,0.006315,7,Geothermal Energy Consumption,Quadrillion Btu,5,2003-05-01,60.96,16.08888889,0.77
SOTCBUS,200305,0.005298,8,Solar Energy Consumption,Quadrillion Btu,5,2003-05-01,60.96,16.08888889,0.77
WYTCBUS,200305,0.003434,9,Wind Energy Consumption,Quadrillion Btu,5,2003-05-01,60.96,16.08888889,0.77
BMTCBUS,200305,0.229825,10,Biomass Energy Consumption,Quadrillion Btu,5,2003-05-01,60.96,16.08888889,0.77
RETCBUS,200305,0.345168,11,Total Renewable Energy Consumption,Quadrillion Btu,5,2003-05-01,60.96,16.08888889,0.77
TETCBUS,200305,7.451393,12,Total Primary Energy Consumption,Quadrillion Btu,5,2003-05-01,60.96,16.08888889,0.77
CLTCBUS,200306,1.845179,1,Coal Consumption,Quadrillion Btu,6,2003-06-01,68.02,20.01111111,-0.45
NNTCBUS,200306,1.401748,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,6,2003-06-01,68.02,20.01111111,-0.45
PMTCBUS,200306,3.17341,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,6,2003-06-01,68.02,20.01111111,-0.45
FFTCBUS,200306,6.424067,4,Total Fossil Fuels Consumption,Quadrillion Btu,6,2003-06-01,68.02,20.01111111,-0.45
NUETBUS,200306,0.668892,5,Nuclear Electric Power Consumption,Quadrillion Btu,6,2003-06-01,68.02,20.01111111,-0.45
HVTCBUS,200306,0.097536,6,Hydroelectric Power Consumption,Quadrillion Btu,6,2003-06-01,68.02,20.01111111,-0.45
GETCBUS,200306,0.006424,7,Geothermal Energy Consumption,Quadrillion Btu,6,2003-06-01,68.02,20.01111111,-0.45
SOTCBUS,200306,0.005421,8,Solar Energy Consumption,Quadrillion Btu,6,2003-06-01,68.02,20.01111111,-0.45
WYTCBUS,200306,0.003573,9,Wind Energy Consumption,Quadrillion Btu,6,2003-06-01,68.02,20.01111111,-0.45
BMTCBUS,200306,0.227395,10,Biomass Energy Consumption,Quadrillion Btu,6,2003-06-01,68.02,20.01111111,-0.45
RETCBUS,200306,0.340349,11,Total Renewable Energy Consumption,Quadrillion Btu,6,2003-06-01,68.02,20.01111111,-0.45
TETCBUS,200306,7.434642,12,Total Primary Energy Consumption,Quadrillion Btu,6,2003-06-01,68.02,20.01111111,-0.45
CLTCBUS,200307,2.046458,1,Coal Consumption,Quadrillion Btu,7,2003-07-01,75.43,24.12777778,1.84
NNTCBUS,200307,1.639346,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,7,2003-07-01,75.43,24.12777778,1.84
PMTCBUS,200307,3.324272,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,7,2003-07-01,75.43,24.12777778,1.84
FFTCBUS,200307,7.014799,4,Total Fossil Fuels Consumption,Quadrillion Btu,7,2003-07-01,75.43,24.12777778,1.84
NUETBUS,200307,0.725921,5,Nuclear Electric Power Consumption,Quadrillion Btu,7,2003-07-01,75.43,24.12777778,1.84
HVTCBUS,200307,0.084765,6,Hydroelectric Power Consumption,Quadrillion Btu,7,2003-07-01,75.43,24.12777778,1.84
GETCBUS,200307,0.006517,7,Geothermal Energy Consumption,Quadrillion Btu,7,2003-07-01,75.43,24.12777778,1.84
SOTCBUS,200307,0.005579,8,Solar Energy Consumption,Quadrillion Btu,7,2003-07-01,75.43,24.12777778,1.84
WYTCBUS,200307,0.003253,9,Wind Energy Consumption,Quadrillion Btu,7,2003-07-01,75.43,24.12777778,1.84
BMTCBUS,200307,0.241766,10,Biomass Energy Consumption,Quadrillion Btu,7,2003-07-01,75.43,24.12777778,1.84
RETCBUS,200307,0.341879,11,Total Renewable Energy Consumption,Quadrillion Btu,7,2003-07-01,75.43,24.12777778,1.84
TETCBUS,200307,8.090458,12,Total Primary Energy Consumption,Quadrillion Btu,7,2003-07-01,75.43,24.12777778,1.84
CLTCBUS,200308,2.076858,1,Coal Consumption,Quadrillion Btu,8,2003-08-01,74.62,23.67777778,2.54
NNTCBUS,200308,1.691505,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,8,2003-08-01,74.62,23.67777778,2.54
PMTCBUS,200308,3.39274,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,8,2003-08-01,74.62,23.67777778,2.54
FFTCBUS,200308,7.162053,4,Total Fossil Fuels Consumption,Quadrillion Btu,8,2003-08-01,74.62,23.67777778,2.54
NUETBUS,200308,0.719367,5,Nuclear Electric Power Consumption,Quadrillion Btu,8,2003-08-01,74.62,23.67777778,2.54
HVTCBUS,200308,0.078381,6,Hydroelectric Power Consumption,Quadrillion Btu,8,2003-08-01,74.62,23.67777778,2.54
GETCBUS,200308,0.006488,7,Geothermal Energy Consumption,Quadrillion Btu,8,2003-08-01,74.62,23.67777778,2.54
SOTCBUS,200308,0.005522,8,Solar Energy Consumption,Quadrillion Btu,8,2003-08-01,74.62,23.67777778,2.54
WYTCBUS,200308,0.002782,9,Wind Energy Consumption,Quadrillion Btu,8,2003-08-01,74.62,23.67777778,2.54
BMTCBUS,200308,0.240779,10,Biomass Energy Consumption,Quadrillion Btu,8,2003-08-01,74.62,23.67777778,2.54
RETCBUS,200308,0.333952,11,Total Renewable Energy Consumption,Quadrillion Btu,8,2003-08-01,74.62,23.67777778,2.54
TETCBUS,200308,8.222899,12,Total Primary Energy Consumption,Quadrillion Btu,8,2003-08-01,74.62,23.67777778,2.54
CLTCBUS,200309,1.865606,1,Coal Consumption,Quadrillion Btu,9,2003-09-01,64.94,18.3,0.1
NNTCBUS,200309,1.463482,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,9,2003-09-01,64.94,18.3,0.1
PMTCBUS,200309,3.166315,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,9,2003-09-01,64.94,18.3,0.1
FFTCBUS,200309,6.499037,4,Total Fossil Fuels Consumption,Quadrillion Btu,9,2003-09-01,64.94,18.3,0.1
NUETBUS,200309,0.662669,5,Nuclear Electric Power Consumption,Quadrillion Btu,9,2003-09-01,64.94,18.3,0.1
HVTCBUS,200309,0.063055,6,Hydroelectric Power Consumption,Quadrillion Btu,9,2003-09-01,64.94,18.3,0.1
GETCBUS,200309,0.006358,7,Geothermal Energy Consumption,Quadrillion Btu,9,2003-09-01,64.94,18.3,0.1
SOTCBUS,200309,0.005034,8,Solar Energy Consumption,Quadrillion Btu,9,2003-09-01,64.94,18.3,0.1
WYTCBUS,200309,0.003054,9,Wind Energy Consumption,Quadrillion Btu,9,2003-09-01,64.94,18.3,0.1
BMTCBUS,200309,0.229274,10,Biomass Energy Consumption,Quadrillion Btu,9,2003-09-01,64.94,18.3,0.1
RETCBUS,200309,0.306776,11,Total Renewable Energy Consumption,Quadrillion Btu,9,2003-09-01,64.94,18.3,0.1
TETCBUS,200309,7.467133,12,Total Primary Energy Consumption,Quadrillion Btu,9,2003-09-01,64.94,18.3,0.1
CLTCBUS,200310,1.802107,1,Coal Consumption,Quadrillion Btu,10,2003-10-01,56.53,13.62777778,2.43
NNTCBUS,200310,1.591264,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,10,2003-10-01,56.53,13.62777778,2.43
PMTCBUS,200310,3.3109,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,10,2003-10-01,56.53,13.62777778,2.43
FFTCBUS,200310,6.708386,4,Total Fossil Fuels Consumption,Quadrillion Btu,10,2003-10-01,56.53,13.62777778,2.43
NUETBUS,200310,0.625489,5,Nuclear Electric Power Consumption,Quadrillion Btu,10,2003-10-01,56.53,13.62777778,2.43
HVTCBUS,200310,0.062878,6,Hydroelectric Power Consumption,Quadrillion Btu,10,2003-10-01,56.53,13.62777778,2.43
GETCBUS,200310,0.006406,7,Geothermal Energy Consumption,Quadrillion Btu,10,2003-10-01,56.53,13.62777778,2.43
SOTCBUS,200310,0.004535,8,Solar Energy Consumption,Quadrillion Btu,10,2003-10-01,56.53,13.62777778,2.43
WYTCBUS,200310,0.003061,9,Wind Energy Consumption,Quadrillion Btu,10,2003-10-01,56.53,13.62777778,2.43
BMTCBUS,200310,0.237129,10,Biomass Energy Consumption,Quadrillion Btu,10,2003-10-01,56.53,13.62777778,2.43
RETCBUS,200310,0.314009,11,Total Renewable Energy Consumption,Quadrillion Btu,10,2003-10-01,56.53,13.62777778,2.43
TETCBUS,200310,7.64311,12,Total Primary Energy Consumption,Quadrillion Btu,10,2003-10-01,56.53,13.62777778,2.43
CLTCBUS,200311,1.813367,1,Coal Consumption,Quadrillion Btu,11,2003-11-01,42.35,5.75,0.66
NNTCBUS,200311,1.796227,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,11,2003-11-01,42.35,5.75,0.66
PMTCBUS,200311,3.140625,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,11,2003-11-01,42.35,5.75,0.66
FFTCBUS,200311,6.753287,4,Total Fossil Fuels Consumption,Quadrillion Btu,11,2003-11-01,42.35,5.75,0.66
NUETBUS,200311,0.621151,5,Nuclear Electric Power Consumption,Quadrillion Btu,11,2003-11-01,42.35,5.75,0.66
HVTCBUS,200311,0.067268,6,Hydroelectric Power Consumption,Quadrillion Btu,11,2003-11-01,42.35,5.75,0.66
GETCBUS,200311,0.00618,7,Geothermal Energy Consumption,Quadrillion Btu,11,2003-11-01,42.35,5.75,0.66
SOTCBUS,200311,0.003669,8,Solar Energy Consumption,Quadrillion Btu,11,2003-11-01,42.35,5.75,0.66
WYTCBUS,200311,0.00328,9,Wind Energy Consumption,Quadrillion Btu,11,2003-11-01,42.35,5.75,0.66
BMTCBUS,200311,0.236682,10,Biomass Energy Consumption,Quadrillion Btu,11,2003-11-01,42.35,5.75,0.66
RETCBUS,200311,0.31708,11,Total Renewable Energy Consumption,Quadrillion Btu,11,2003-11-01,42.35,5.75,0.66
TETCBUS,200311,7.688889,12,Total Primary Energy Consumption,Quadrillion Btu,11,2003-11-01,42.35,5.75,0.66
CLTCBUS,200312,1.994007,1,Coal Consumption,Quadrillion Btu,12,2003-12-01,35.29,1.827777778,2.61
NNTCBUS,200312,2.320191,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,12,2003-12-01,35.29,1.827777778,2.61
PMTCBUS,200312,3.363816,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,12,2003-12-01,35.29,1.827777778,2.61
FFTCBUS,200312,7.684241,4,Total Fossil Fuels Consumption,Quadrillion Btu,12,2003-12-01,35.29,1.827777778,2.61
NUETBUS,200312,0.715071,5,Nuclear Electric Power Consumption,Quadrillion Btu,12,2003-12-01,35.29,1.827777778,2.61
HVTCBUS,200312,0.082039,6,Hydroelectric Power Consumption,Quadrillion Btu,12,2003-12-01,35.29,1.827777778,2.61
GETCBUS,200312,0.006653,7,Geothermal Energy Consumption,Quadrillion Btu,12,2003-12-01,35.29,1.827777778,2.61
SOTCBUS,200312,0.003452,8,Solar Energy Consumption,Quadrillion Btu,12,2003-12-01,35.29,1.827777778,2.61
WYTCBUS,200312,0.00377,9,Wind Energy Consumption,Quadrillion Btu,12,2003-12-01,35.29,1.827777778,2.61
BMTCBUS,200312,0.252855,10,Biomass Energy Consumption,Quadrillion Btu,12,2003-12-01,35.29,1.827777778,2.61
RETCBUS,200312,0.348768,11,Total Renewable Energy Consumption,Quadrillion Btu,12,2003-12-01,35.29,1.827777778,2.61
TETCBUS,200312,8.748823,12,Total Primary Energy Consumption,Quadrillion Btu,12,2003-12-01,35.29,1.827777778,2.61
CLTCBUS,200401,2.025102,1,Coal Consumption,Quadrillion Btu,1,2004-01-01,30.36,-0.911111111,0.24
NNTCBUS,200401,2.738805,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,1,2004-01-01,30.36,-0.911111111,0.24
PMTCBUS,200401,3.328361,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,1,2004-01-01,30.36,-0.911111111,0.24
FFTCBUS,200401,8.096323,4,Total Fossil Fuels Consumption,Quadrillion Btu,1,2004-01-01,30.36,-0.911111111,0.24
NUETBUS,200401,0.738367,5,Nuclear Electric Power Consumption,Quadrillion Btu,1,2004-01-01,30.36,-0.911111111,0.24
HVTCBUS,200401,0.078419,6,Hydroelectric Power Consumption,Quadrillion Btu,1,2004-01-01,30.36,-0.911111111,0.24
GETCBUS,200401,0.006942,7,Geothermal Energy Consumption,Quadrillion Btu,1,2004-01-01,30.36,-0.911111111,0.24
SOTCBUS,200401,0.002809,8,Solar Energy Consumption,Quadrillion Btu,1,2004-01-01,30.36,-0.911111111,0.24
WYTCBUS,200401,0.00341,9,Wind Energy Consumption,Quadrillion Btu,1,2004-01-01,30.36,-0.911111111,0.24
BMTCBUS,200401,0.256495,10,Biomass Energy Consumption,Quadrillion Btu,1,2004-01-01,30.36,-0.911111111,0.24
RETCBUS,200401,0.348075,11,Total Renewable Energy Consumption,Quadrillion Btu,1,2004-01-01,30.36,-0.911111111,0.24
TETCBUS,200401,9.183197,12,Total Primary Energy Consumption,Quadrillion Btu,1,2004-01-01,30.36,-0.911111111,0.24
CLTCBUS,200402,1.830837,1,Coal Consumption,Quadrillion Btu,2,2004-02-01,33.57,0.872222222,-0.25
NNTCBUS,200402,2.570153,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,2,2004-02-01,33.57,0.872222222,-0.25
PMTCBUS,200402,3.179591,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,2,2004-02-01,33.57,0.872222222,-0.25
FFTCBUS,200402,7.589798,4,Total Fossil Fuels Consumption,Quadrillion Btu,2,2004-02-01,33.57,0.872222222,-0.25
NUETBUS,200402,0.668455,5,Nuclear Electric Power Consumption,Quadrillion Btu,2,2004-02-01,33.57,0.872222222,-0.25
HVTCBUS,200402,0.071357,6,Hydroelectric Power Consumption,Quadrillion Btu,2,2004-02-01,33.57,0.872222222,-0.25
GETCBUS,200402,0.006504,7,Geothermal Energy Consumption,Quadrillion Btu,2,2004-02-01,33.57,0.872222222,-0.25
SOTCBUS,200402,0.003019,8,Solar Energy Consumption,Quadrillion Btu,2,2004-02-01,33.57,0.872222222,-0.25
WYTCBUS,200402,0.003486,9,Wind Energy Consumption,Quadrillion Btu,2,2004-02-01,33.57,0.872222222,-0.25
BMTCBUS,200402,0.238543,10,Biomass Energy Consumption,Quadrillion Btu,2,2004-02-01,33.57,0.872222222,-0.25
